"417","vnsit","bhopal","Madhya Pradesh"
"418","Rajiv Gandhi University of Knowledge Technologies","Nuzvid","Andhra Pradesh"
"419","university college of engineering, Osmania University","hyderabad","Andhra Pradesh"
"420","VSB ENGINEERING COLLEGE","KARUR","Tamil Nadu"
"421","SRM University, Ramapuram Part, Vadapalani","Chennai","Tamil Nadu"
"422","presidency college","banglore","Karnataka"
"423","Gayatri Vidya Parishad School Of Engineering","visakhapatnam","Andhra Pradesh"
"424","K.E.College, Mannanam","Kottayam","Kerala"
"425","Nagarjuna College Of Engineering And Technology","Bangalore","Karnataka"
"426","mailam engineering college","villupuram","Tamil Nadu"
"427","Park College of Engineering and Technology","Coimbatore","Tamil Nadu"
"428","Sri Ramakrishna Engineering College","Coimbatore-641022","Tamil Nadu"
"429","Indian institute of technology guwahati","guwahati","Assam"
"430","Calcutta University","Kolkata","West Bengal"
"431","GRI","Dindigul","Tamil Nadu"
"432","JECRC","JAIPUR","Rajasthan"
"433","VIGNAN'S NIRULA INSTITUTE OF TECHNOLOGY AND SCIENCE FOR WOMEN","PALKALURU,GUNTUR","Andhra Pradesh"
"434","JRE Group of Institution","Greater Noida","Uttar Pradesh"
"435","jntuh","hyderabad","Andhra Pradesh"
"436","PESCE","MANDYA","Karnataka"
"437","NPRCET","Dindigul","Tamil Nadu"
"438","s a engineering college","chennai","Tamil Nadu"
"439","vi institute of technology","chengalpat","Tamil Nadu"
"440","Sri Sai Ram Institute of Technology","Chennai","Tamil Nadu"
"441","Sri Krishna Institute of technology","Chennai","Tamil Nadu"
"442","Holy Mary Inst Of Technology &science","hyderabad","Andhra Pradesh"
"443","JRE group of institutions","Greater Noida","Uttar Pradesh"
"444","Army Institute of Technology","Pune","Maharashtra"
"445","KCG College Of Technology","Chennai","Tamil Nadu"
"446","AOT","KOLKATA","West Bengal"
"447","NIT","Rourkela","Orissa"
"448","NIT ROURKELA","rourkela","Orissa"
"449","anna university - CEG campus","chennai","Tamil Nadu"
"450","gyan ganga collge of technology","jabalpur","Madhya Pradesh"
"451","sri lakshmi ammal engineering college","tambaram","Tamil Nadu"
"452","St.Joseph's Institute of Technology","Chennai","Tamil Nadu"
"453","Malla Reddy Engineering College","Hyderabad","Andhra Pradesh"
"454","Government Engineering College","Aurangabad","Maharashtra"
"455","CK college of Engineering and Technology","Cuddalore","Tamil Nadu"
"456","dr.mahalingam collage of engineering and technology","coimbatore","Tamil Nadu"
"457","rvr&jc college of engineering","guntur","Andhra Pradesh"
"458","JNTU UCEV","VIZIANAGARAM","Andhra Pradesh"
"459","PVP Siddartha College of Engineering","Vijayawada","Andhra Pradesh"
"460","cvr college of engineering","hyderabad","Andhra Pradesh"
"461","paacet","trivandrum","Kerala"
"462","K.L.University","Vaddeswaram,Guntur","Andhra Pradesh"
"463","Angel College of Engineering And Technology","Tirupur","Tamil Nadu"
"464","Paavaai Group of Institutions","namakkal","Tamil Nadu"
"465","akal collage of enginering &technology","barushaib","Himachal Pradesh"
"476","ST.ANNS COLLEGE OF ENGINEERING AND TECHNOLOGY","CHIRALA","Andhra Pradesh"
"489","academy of climate change education and research","thrissur","Kerala"
"488","MVR","visakhapatnam","Andhra Pradesh"
"472","ganesh institute of enginerring","chennai","Tamil Nadu"
"473","Koneru Lakshmaiah University","Guntur","Andhra Pradesh"
"487","gurunanak institute of technical campus","hyderabad","Andhra Pradesh"
"475","gudlavalleru engineering college","gudlavalleru","Andhra Pradesh"
"486","sriram engieering college","thiruvallu","Tamil Nadu"
"485","mahendra institute of technology","namakkal","Tamil Nadu"
"512","Indian School of science and management","chennai","Tamil Nadu"
"511","Jawaharlal Nehru Technological University | Hyderabad","Hyderabad","Andhra Pradesh"
"494","TKM","Kollam","Kerala"
"495","BITS Pilani- Goa Campus","Panjim","Goa"
"496","JJCET","Trichy","Tamil Nadu"
"497","st.marys college of pharmacy","hyderabad","Andhra Pradesh"
"498","Peri Institute of technology","Chennai","Tamil Nadu"
"499","Delhi Public School, Bangalore South","Bangalore","Karnataka"
"500","MIC College of Technology","Vijayawada","Andhra Pradesh"
"501","School of engineering,cusat","cochin","Kerala"
"502","pvp siddartha institute of technology","vijayawada","Andhra Pradesh"
"503","rajas engg college","thirunelveli","Tamil Nadu"
"504","IIM Trichy","Trichy","Tamil Nadu"
"505","pvp siddhartha institute of technology","vijayawada","Andhra Pradesh"
"506","Institute of Technical Education and Research","Bhubaneswar","Orissa"
"507","anurag college of engineering","hyderabad","Andhra Pradesh"
"508","RVS Technical Campus","Coimbatore","Tamil Nadu"
"509","xavier institute of management & entrepreneurship","bangalore","Karnataka"
"510","Kalinga Institute Of Industrial Technology","Bhubaneswar","Orissa"
"513","IIM Rohtak","Rohtak","Haryana"
"514","Jaypee Institute Of Information technology","Noida","Uttar Pradesh"
"515","THIAGARAJAR SCHOOL OF MANAGEMENT","MADURAI","Tamil Nadu"
"516","IMI","Bhubaneswar","Orissa"
"517","Siddaganga Institute of Technology","Tumkur","Karnataka"
"518","National Institute of Agricultural Extension Management (MANAGE)","Hyderabad","Andhra Pradesh"
"519","M.A.M School of engineering","Trichy","Tamil Nadu"
"520","chennai institute of technology","chennai","Tamil Nadu"
"521","Maharaja Manindra Chandra College","Kolkata","West Bengal"
"522","VVIT","gunur","Andhra Pradesh"
"523","Jeppiaar institute of technology","chennai","Tamil Nadu"
"524","IIT (BHU)","VARANASI","Uttar Pradesh"
"525","JNTUK-college of engineering vizianagaram","vizianagaram","Andhra Pradesh"
"526","Bapuji Institute of Engineering and Technology","davangere","Karnataka"
"527","integral university","lucknow","Uttar Pradesh"
"528","G L Bajaj Group of Institutions","Mathura","Uttar Pradesh"
"529","Kgisl Institute Of Technology","Coimbatore","Tamil Nadu"
"530","BRILLIANT GROUP OF INSTITUTIONS","HYDERABAD","Andhra Pradesh"
"531","BRILLIANT GROUP OF TECHNICAL INSTITUTIONS","HYDERABAD","Andhra Pradesh"
"532","VIGNAN UNIVERSITY","GUNTUR","Andhra Pradesh"
"533","global academy of technology","bangalore","Karnataka"
"534","IIFT","Kolkata","West Bengal"
"535","SVIT ","hyderabad","Andhra Pradesh"
"536","mewar university","chittorgarh","Rajasthan"
"537","ERODE SENGUNTHAR ENGINEERING COLLEGE","ERODE","Tamil Nadu"
"538","Anna university","coimbatore","Tamil Nadu"
"539","Amritha Viswa Vidyapeedam ","Coimbatore","Tamil Nadu"
"540","Great Lakes Institute of Management","Chennai","Tamil Nadu"
"541","SIAEIT BANGALORE","Bangalore","Karnataka"
"542","vidya vardhaka college of engineering","Mysore","Karnataka"
"543","amity university","noida","Uttar Pradesh"
"544","Suguna pips","Coimbatore ","Tamil Nadu"
"545","SSVM world school","Coimbatore ","Tamil Nadu"
"546","Francis Xavier Engineering College","Tirunelveli","Tamil Nadu"
"547","IIT","Bhubaneswar","Orissa"
"548","Nandha College of Technology","Erode","Tamil Nadu"
"549","G.K.M College of engineering and technology","perungulathor","Tamil Nadu"
"550","Sri indu","Ibrahipatnam","Andhra Pradesh"
"551","Sri Indu Institute of Engineering and Technology","Hyderabad","Andhra Pradesh"
"552","JAWAHARLAL NEHRU NATIONAL COLLEGE OF ENGINEERING ","SHIMOGA","Karnataka"
"553","Geethanjali College of Engineering and Technology","Hyderabad","Andhra Pradesh"
"554","Periyar Maniammai University ","Thanjavur ","Tamil Nadu"
"555","NRI INSTITUTE OF TECHNOLOGY","GUNTUR","Andhra Pradesh"
"556","b s abdur rahman university","chennai","Tamil Nadu"
"557","T.J.S. Engineering College","Thiruvallur","Tamil Nadu"
"558","Indian Instiute of Science","Bangalore","Karnataka"
"559","Kalna College","Ambika Kalna","West Bengal"
"560","SRR ENGINEERING COLLEGE","CHENNAI","Tamil Nadu"
"561","Santipur College","Santipur","West Bengal"
"562","east west institute of technology","bangalore","Karnataka"
"563","Yeshwantrao Chavan College Of Engg, Nagpur","Nagpur","Maharashtra"
"564","mamamani","moggapair","Tamil Nadu"
"565","sri sai aditya institue of science and technology","rajahmundry","Andhra Pradesh"
"566","amity university,lucknow campus","lucknow","Uttar Pradesh"
"567","Netaji Subhas Institute Of Technology","New Delhi","NCT/Delhi"
"568","BITS Pilani, Goa","Zuarinagar","Goa"
"569","BVRIT","medak","Andhra Pradesh"
"570","I.MT","GHAZIABAD","Uttar Pradesh"
"571","DSCET","Chennai","Tamil Nadu"
"572","Dhanalakshmi College Of Engineering","Chennai","Tamil Nadu"
"573","IMT Ghaziabad","Ghaziabad","NCT/Delhi"
"574","Institute of Management Technology","Ghaziabad","Uttar Pradesh"
"575","Dhirajlal Gandhi College Of Technology","Salem","Tamil Nadu"
"576","XAVIER INSTITUTE OF MANAGEMENT","BHUBNESWAR","Orissa"
"577","SDET Brainware Group of Institutions.","kolkata","West Bengal"
"578","FORE School of Management","New Delhi","NCT/Delhi"
"579","St.Joseph College Of Engineering","Kancheepuram ","Tamil Nadu"
"580","JIS College Of Engineering","Kalyani","West Bengal"
"581","SPM, PDPU","Gandhinagar","Gujarat"
"582","national institute of engineering","mysore","Karnataka"
"583","Sri sarathi institute of engineering and technology","nuzvid","Andhra Pradesh"
"584","THE TECHNO SCHOOL","BHUBANESHWAR","Orissa"
"585","JNTUKAKINADA -UCE VIZIANAGARAM","VIZIANAGARAM","Andhra Pradesh"
"586","Faculty of Management Studies","Delhi","NCT/Delhi"
"587","IIM","Udaipur","Rajasthan"
"588","jaysriram group of insitutions","tirupur","Tamil Nadu"
"589","SHIVANI COLLEGE OF ENGINEERING & TECHNOLOGY","Tiruchirapalli","Tamil Nadu"
"590","sri venkataswara collge of enginring and technology","etcherla","Andhra Pradesh"
"591","lendi institue of enigineering & technology","vizianagaram","Andhra Pradesh"
"592","Matrix College Of Engineering and Technology","Nalgonda District","Andhra Pradesh"
"593","Nandha Engineering College","Erode","Tamil Nadu"
"594","ITM University","Gwalior","Madhya Pradesh"
"595","Govt Model Engineering College ","Ernakulam","Kerala"
"596","IIM Kashipur","Kashipur","Uttarakhand"
"597","NIT Jamshedpur","Jamshedpur","Jharkhand"
"598","Sri Ramakrishna Institute Of Technology","Coimbatore","Tamil Nadu"
"599","Aligarh Muslim University","Aligarh","Uttar Pradesh"
"600","navrachana university","vadodara","Gujarat"
"601","Amrita School Of engineeeing","Bangalore","Karnataka"
"602","vandayar engineering college","thanjavur","Tamil Nadu"
"603","BIM","Trichy","Tamil Nadu"
"604","RGUKT-BASAR","ADILABAD","Andhra Pradesh"
"605","K.S.R. COLLEGE OF ENGINEERING","TIRUCHENGODE","Tamil Nadu"
"606","Jeppiaar Engineering College","chennai","Tamil Nadu"
"607","Vinod Gupta School of Management, IIT Kharagpur","Kharagpur","West Bengal"
"608","SVIT","Vasad","Gujarat"
"609","N.P.R college of Engineering and Technology","dindigul","Tamil Nadu"
"610","NIT-Raipur","Raipur","Chhattisgarh"
"611","Asan Memorial College Of Engineering And Technology","Chengalpet","Tamil Nadu"
"612","karpaga vinayaga college of engineering and technology","chennai","Tamil Nadu"
"613","Gayatri Vidya Parishad College Of Engineering For Women","Visakhapatnam","Andhra Pradesh"
"614","Sri Muthukumaran Institute of Technology","chennai","Tamil Nadu"
"615","Adithya Institute Of Technology","Coimbatore","Tamil Nadu"
"616","IIM Lucknow","Lucknow","Uttar Pradesh"
"617","Nalla Malla Reddy Engineering College","Hyderbad","Andhra Pradesh"
"618","IIM Ranchi","Ranchi","Jharkhand"
"619","vana vani matriculation higher secondary school","chennai","Tamil Nadu"
"620","Madha Engineering College","Chennai","Tamil Nadu"
"621","Sydenham Institute of Management","Mumbai","Maharashtra"
"622","laqshya ","khammam","Andhra Pradesh"
"623","SIBM ","Pune","Maharashtra"
"624","aryabatta institute of science & technology","hyderabad","Andhra Pradesh"
"625","IIM Bangalore","Bangalore","Karnataka"
"626","RGMCET","nandyal","Andhra Pradesh"
"627","Lal Bahadur Shastri Institute Of Management","Delhi","NCT/Delhi"
"628","V.R.Siddhatha Engineering College","Vijayawada","Andhra Pradesh"
"629","Akhil Junior College","Kakinada","Andhra Pradesh"
"630","Durgadevi Saraf Institute of Management Studies","Mumbai","Maharashtra"
"631","Dr. K.N Modi Institute Of Engg & Tech","Modinagar","Uttar Pradesh"
"632","DOMS,IIT Madras","Chennai","Tamil Nadu"
"633","rmk college of engineerig and technology","thiruvallur","Tamil Nadu"
"634","Delhi Technological University","Delhi","NCT/Delhi"
"635","Veltech Technical University","Chennai","Tamil Nadu"
"636","chinmaya vidyalaya","chennai","Tamil Nadu"
"637","Indian Institute of Foreign Trade","Kolkata","West Bengal"
"638","IIM Shillong","Shillong","Meghalaya"
"639","Nmims,bangalore","bangalore","Karnataka"
"640","SCMHRD","Pune","Maharashtra"
"641","NMIMS, Mumbai","Mumbai","Maharashtra"
"642","hindustan college of science and engineering","agra","Uttar Pradesh"
"643","IIM Raipur","Raipur","Chhattisgarh"
"644","Narasaraopet Engineering College","Guntur","Andhra Pradesh"
"645","Sahrdaya College of Engineering & Technology","Thrissur","Kerala"
"646","Coimbatore Institute of Engineering and Technology","Coimbatore","Tamil Nadu"
"647","Achariya College of Engineering Technology","Puducherry","Puducherry"
"648","Amity School of Engineering & Technology, Jaipur","Jaipur","Rajasthan"
"649","rvr&jc college of enigneering","guntur","Andhra Pradesh"
"650","BENGAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT","SHANTINIKETAN","West Bengal"
"651","Vel tech Multitech Dr.Rangarajan Dr.Sakunthala Engineering College","Chennai","Tamil Nadu"
"652","KAKINADA INSTITUTE OF ENGINEERING TECHNOLOGY","KORANGI","Andhra Pradesh"
"653","GURUNANAK INSTITUTE OF TECHNOLOGY","KOLKATA","West Bengal"
"654","christ university","bangalore","Karnataka"
"655","N.I.T. RAIPUR","RAIPUR","Chhattisgarh"
"656","Synergy Institute of Engineering and Technology","Dhenkanal","Orissa"
"657","S.S.B.T's College Of Engineering and Technology","Jalgaon","Maharashtra"
"658","RAJALAKSHMI INSTITUTE OF TECHNOLOGY","CHENNAI","Tamil Nadu"
"659","SIES College of Management Studies, Navi Mumbai","Navi Mumbai","Maharashtra"
"660","Anna University ACT Campus","Chennai","Tamil Nadu"
"661","N.P.R CET","dindigul","Tamil Nadu"
"662","IIFT Delhi","Delhi","NCT/Delhi"
"663","school of planning and architecture","vijayawada","Andhra Pradesh"
"664","gurunanak arts and science college","chennai","Tamil Nadu"
"665","Maharaja Surajmal Institute Of technology","new delhi","NCT/Delhi"
"666","N.P.R College of Engg. &Tech.","Dindigul","Tamil Nadu"
"667","jntuk uce vizianagaram","vizianagaram","Andhra Pradesh"
"668","RGUKT RKVALLEY","KADAPA","Andhra Pradesh"
"669","BAPATLA WOMEN'S ENGINEERING COLLEGE","BAPATLA","Andhra Pradesh"
"670","National Institute of Technology, Durgapur","Durgapur","West Bengal"
"671","government engineering college aurangabad","aurangabad","Maharashtra"
"672","MASTER MINDS","VISAKHAPATNAM","Andhra Pradesh"
"673","The Bhopal School of Social Sciences","Bhopal","Madhya Pradesh"
"674","IIM Indore (Mumbai Campus)","Mumbai","Maharashtra"
"675","global institute of engineering and technology ","vellore","Tamil Nadu"
"676","Warangal Institute Of Technology & Sciences","Warangal","Andhra Pradesh"
"677","Thangavelu Engineering College","Chennai","Tamil Nadu"
"678","SRI ESHWAR COLLEGE OF ENGINEERING","COIMBATORE","Tamil Nadu"
"679","PDACE","gulbarga","Karnataka"
"680","B.S.A. College of Engineering & Technology","mathura","Uttar Pradesh"
"681","Govt Thirumagal Mills College","Vellore","Tamil Nadu"
"682","gopal ramalingam memorial engineering college","chennai","Tamil Nadu"
"683","ACCET","Karaikudi","Tamil Nadu"
"684","TRP ENGINEERING COLLEGE","TRICHIRAPALLI","Tamil Nadu"
"685","Narasu's Sarathy Institute Of Technology","Salem","Tamil Nadu"
"686","prathyusha institute of technology and management","chennai","Tamil Nadu"
"687","Garden City College","Bangalore","Karnataka"
"688","Jawahar Science College","Neyveli","Tamil Nadu"
"689","kings college of engineering","pudukkottai","Tamil Nadu"
"690","bapuji institute","davangere","Karnataka"
"691","SRM EASWARI","CHENNAI","Tamil Nadu"
"692","V.R.SIDDHARTHA ENGINEERING COLEEGE","VIJAYAWADA","Andhra Pradesh"
"693","sri bhagawan mahaveer jain college of engineering","bangalore","Karnataka"
"694","Adhiparasakthi college of engineering","kalavai","Tamil Nadu"
"695","KIET","Kakinada","Andhra Pradesh"
"696","Rathinam college of arts and science","coimbatore","Tamil Nadu"
"697","Indian Institute of Information Technology and Management","Gwalior","Madhya Pradesh"
"698","VR SIDDHARTHA ENGINEERING COLLGE","VIJAYAWADA","Andhra Pradesh"
"699","Maulana Azad National Institute of Technolgy","Bhopal","Madhya Pradesh"
"700","paavai college of engineering","nammakal","Tamil Nadu"
"701","vignan lara institute of technology and science","Guntur","Andhra Pradesh"
"702","Chitkara School of Engineering and Technology","Baddi","Himachal Pradesh"
"703","pavai college of technology","namakkal","Tamil Nadu"
"704","Adhi college of engg & Tech","kanchipuram","Tamil Nadu"
"705","AL-AMEEN ENGINEERING COLLEGE","ERODE","Tamil Nadu"
"706","NILACHAL POLYTECHNIC","BHUBANESHWAR","Orissa"
"707","BIRSA INSTITUTE OF TECHNOLOGY & SCIENCE","DHANBAD","Jharkhand"
"708","Dr.Ambedkar Institute of Productivity","Chennai","Tamil Nadu"
"709","BITS PILANI HYDERABAD CAMPUS","HYDERABAD","Andhra Pradesh"
"710","THE INSTITUTE OF TECHNICAL EDUCATION","JAMSHEDPUR","Jharkhand"
"711","S.K.I.T ","JAIPUR","Rajasthan"
"712","lendi institute of engineering and technology","visakhapatnam","Andhra Pradesh"
"713","Guru Nanak Dev Engg College","Bidar","Karnataka"
"714","The National Institute of Engineering","Mysore","Karnataka"
"715","Symbiosis Institute of Management Studies","Pune","Maharashtra"
"716","AKGEC (AJAY KUMAR GARG ENGG. COLLEGE)","GHAZIABAD","Uttar Pradesh"
"717","Srinivas College of Engineering","Mukka Mangalore","Karnataka"
"718","Sri Sai Adithya Institute of Science and Technology","Surampalem","Andhra Pradesh"
"719","A.V.C college of engineering","Mayiladuthurai","Tamil Nadu"
"720","srm valliammai engineering college","chennai","Tamil Nadu"
"721","LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING","MYLAVARAM","Andhra Pradesh"
"722","visakha technical campus","visakhapatnam","Andhra Pradesh"
"723","shivani college of engineering and technology","trichy","Tamil Nadu"
"724","lingaya's int of mng & tech","vijayawada","Andhra Pradesh"
"725","Kasi Reddy Narayan Reddy College Of Engineering & Research","Hyderabad","Andhra Pradesh"
"726","Christ College Of Engineering and Technology","puducherry","Puducherry"
"727","lingaya's institute of management and technology ","vijayawada","Andhra Pradesh"
"728","RUGKT-IIIT","NUZVID","Andhra Pradesh"
"729","AKULA SREERAMULU ENGINEERING COLLEGE","TANUKU","Andhra Pradesh"
"730","paavai engineering college","namakkal","Tamil Nadu"
"731","Avanthi Institute Of Engineering And Technology","Vizianagaram","Andhra Pradesh"
"732","gvp college of enginnering for women","visakhapatnam","Andhra Pradesh"
"733","dadi institute of engineering & technology","visakhapatnam dist anakapalli","Andhra Pradesh"
"734","diet","visakhapatnam","Andhra Pradesh"
"735","KIET+","Kakinada","Andhra Pradesh"
"736","Vishwakarma Institute of Information Technology","Pune","Maharashtra"
"737","poornima college of engineering","jaipur","Rajasthan"
"738","K.RAMAKRISHNAN COLLEGE OF ENGINEERING ","TRICHY","Tamil Nadu"
"739","Vidya Mandir Mylapore","Chennai","Tamil Nadu"
"740","ST.JOSEPH COLLEGE OF AUTONOMOUS","TRICHY","Tamil Nadu"
"741","Geethanjali Vidyalaya","Bangalore","Karnataka"
"742","Badruka College of Commerce","Hyderabad","Andhra Pradesh"
"743","Agarwal Public School, Indore","Indore","Madhya Pradesh"
"744","DPS School","Bangalore","Karnataka"
"745"," DPS School, Bangalore, Karnataka.","Bangalore","Karnataka"
"747","SDM-IMD","Mysore","Karnataka"
"748","National Institute Of Technology,Puducherry","Karaikkal","Puducherry"
"749","MONTFORT SCHOOL","TRICHY","Tamil Nadu"
"750","Institute of chartered accountants Of India","Chennai","Tamil Nadu"
"751","ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","hosur","Tamil Nadu"
"752","Delhi Public School, Bangalore North","Bangalore","Karnataka"
"753","Sri Sankara Senior Secondary School","Chennai","Tamil Nadu"
"754","dav","chennai","Tamil Nadu"
"755","idhaya college of arts and science for women","puducherry","Puducherry"
"756","Padma Seshari Bala Bhavan Senior Secondary School","Chennai","Tamil Nadu"
"757","Bharathi Vidyalaya","Chennai","Tamil Nadu"
"758","Sri Krishna College Of Arts And Science","Coimbatore","Tamil Nadu"
"759","Chennai Public School","Anna Nagar","Tamil Nadu"
"760","Geethanjali Institute of Science & Technology","Nellore","Andhra Pradesh"
"761","nsn group of schools","chennai","Tamil Nadu"
"762","D.E.I.","Agra","Uttar Pradesh"
"763","C.V.Raman College of Engineering","Bhubaneswar","Orissa"
"764","CMR national public school","Bangalore","Karnataka"
"765","SRI VENKATESWARA UNIVERSITY COLLEGE OF ENGINEERING","TIRUPATI","Andhra Pradesh"
"766","cambridgre insitute of technology","bangalore","Karnataka"
"767","P.E.S.I.T.","BANGALORE","Karnataka"
"768","PSG College of Technology","Coimbatore","Tamil Nadu"
"769","SDMCET","Dharwad","Karnataka"
"770","gayatri vidhya parisadh ","visakhapatnam","Andhra Pradesh"
"771","N.S.N Matriculation higher secondary school","Chennai","Tamil Nadu"
"772","caarmel engineering college","pathanamthitta","Kerala"
"773","Dhanalakshmi Srinivasan Engineering College","Perambalur","Tamil Nadu"
"774","Amity University ","Jaipur","Rajasthan"
"775","CMR College Of Engineering And Technology","Hyderabad","Andhra Pradesh"
"776","JNNCE","SHIMOGA","Karnataka"
"777","CENTURY FOUNDATION MATRIC HR SECONDARY SCHOOL","TIRUPUR","Tamil Nadu"
"778","Government college of engineering, Aurangabad","Aurangabad","Maharashtra"
"779","jntuk college of engineering vizianagaram campus ","vizianagaram","Andhra Pradesh"
"780","GOvernment college of engineering Aurangabad","Aurangabad","Maharashtra"
"781","SKIT","JAIPUR","Rajasthan"
"782","kendriya vidyalaya i.i.t","chennai","Tamil Nadu"
"783","Sir Sivaswami Kalalaya Senior Secondary School","Chennai","Tamil Nadu"
"784","SVS college of engineering","coimbatore","Tamil Nadu"
"785","APL Global School","Chennai","Tamil Nadu"
"786","Rajiv Gandhi College of Engineering","Sriperumbudur","Tamil Nadu"
"787","University College of Arts and Social Sciences, Osmania University","Hyderabad","Andhra Pradesh"
"788","jawaharlal nehru technological university,kakinada","kakinada","Andhra Pradesh"
"789","P.S. Senior Secondary School","Chennai","Tamil Nadu"
"790","v r siddhartha engneering college","vijayawada","Andhra Pradesh"
"791","acharya institute of technology ","bangalore","Karnataka"
"792","Malla Reddy College of Engineering","Hyderabad","Andhra Pradesh"
"793","thiagarajar polytechnic college","salem","Tamil Nadu"
"794","ku college of engineering and technology","warangal","Andhra Pradesh"
"795","christhu jyothi institute of science and technology","jangoan","Andhra Pradesh"
"796","malla reddy collage of engeneering and technology","mysammaguda","Andhra Pradesh"
"797","SIDDARTHA INSTITUTE OF SCIENCE AND TECHNOLOGY","PUTTUR","Andhra Pradesh"
"798","VIT University Chennai Campus","Chennai","Tamil Nadu"
"799","Trichy Engineering College","Trichy","Tamil Nadu"
"800","AGRAGAMI GROUP OF EDUCATIONAL INSTITUTIOINS","BANGLORE","Karnataka"
"801","VIT University","Vellore","Tamil Nadu"
"802","Roever Engineering College","Perambalur","Tamil Nadu"
"803","bhilai institute of technology","durg","Chhattisgarh"
"804","Shridevi Institute of Engineering and Technology","Tumkur","Karnataka"
"805","J.S.S.ACADEMY OF TECHNICAL EDUCATION","NOIDA","Uttar Pradesh"
"806","Kakatiya University Engineering college","Warangal","Andhra Pradesh"
"807","mbm engineering ","jodhpur","Rajasthan"
"808","Techno India University","Kolkata","West Bengal"
"809","Unnamalai Institute of Technology","Kovilpatti","Tamil Nadu"
"810","GOVERNMENT COLLEGE OF TECHNONOLOGY","COIMBATORE","Tamil Nadu"
"811","Dhananjay Mahadik Group of Institutions","Kolhapur","Maharashtra"
"812","KLNCE","Madurai","Tamil Nadu"
"813","J.N.N.INSTITUTE OF ENGINEERING","Chennai","Tamil Nadu"
"814","Jayaram College of Engineering and Technology","Trichy","Tamil Nadu"
"815","Pydha engineering college","Vishakhapatnam","Andhra Pradesh"
"816","deeksha centre for learning","bangalore","Karnataka"
"817","sjbit","bangalore","Karnataka"
"818","TKR college of engineering and technology","hyderabad","Andhra Pradesh"
"819","chettinad vidyashram","chennai","Tamil Nadu"
"820","the vijay millennium","krishnagiri","Tamil Nadu"
"821","rvrjc","guntur","Andhra Pradesh"
"822","The University High School","Melbourne","Outside India"
"823","PSBBSSS","Chennai","Tamil Nadu"
"824","samskruthi college of engineering and  technology","ghatkesar","Andhra Pradesh"
"825","kanpur university","kanpur","Uttar Pradesh"
"826","The Vijay Millennium (cbse)","dharmapuri","Tamil Nadu"
"827","kallam haranadhareddy institute of technology","guntur","Andhra Pradesh"
"828","GITAM","HYDERABAD","Andhra Pradesh"
"829","nriit","guntur","Andhra Pradesh"
"830","Rao and Naidu Engineering College","ONGOLE","Andhra Pradesh"
"831","Madras Christian College","Chennai","Tamil Nadu"
"832","st.peter's college of engineering and technology","chennai","Tamil Nadu"
"833","andhra university college of enggineering for women","vizag","Andhra Pradesh"
"834","Gandhigram rural institute-deemed  university ","dindigul","Tamil Nadu"
"835","Kalasalingam University","Rajapalyam","Tamil Nadu"
"836","I.F.E.T College of Engineering","Villupuram","Tamil Nadu"
"837","BANNARIAMMAN INSTITUTE OF TECHNOLOGY ,","SATHYAMANGALAM,ERODE","Tamil Nadu"
"838","DPS School","Bangalore","Karnataka"
"839","VISAKHA INSTITUTE OF ENGINEERING AND TECHNOLOGY","VISAKHAPATNAM","Andhra Pradesh"
"840","Agra public school","Agra","Uttar Pradesh"
"841","WOMENS CHRISTIAN COLLEGE","CHENNAI","Tamil Nadu"
"842","Sir padampat Singhania University","Udaipur","Rajasthan"
"843","IFET college of engineering","villupuram","Tamil Nadu"
"844","Agra Public College","Agra","Uttar Pradesh"
"845","Michigan State University","Michigan","Madhya Pradesh"
"846","Dr.N.G.P Institute of Technology","coimbatore","Tamil Nadu"
"847","Einstein College of Engineering","Tirunelveli","Tamil Nadu"
"848","MS Engineering College","Bangalore","Karnataka"
"849","GMR INISTITUTE OF TECHNOLGY","RAJAM","Andhra Pradesh"
"850","DVR & DHS MIC COLLEGE OF TECHNOLOGY","KANCHIKACHERLA","Andhra Pradesh"
"851","IIIT","Nuzvid","Andhra Pradesh"
"852","International Institute of Information Technology","Bhubaneshwar","Orissa"
"853","sridevi womens engineering college","hyderabad","Andhra Pradesh"
"854","College of Technology and Engineering","Udaipur","Rajasthan"
"855","Management Development Institute","Gurgaon","Haryana"
"856","LBS Institute Of Technology For Women","Trivandrum","Kerala"
"857","Bharatiya Vidya Bhavan's V.M.Public School","Vadodara","Gujarat"
"858","Cusrow Wadia Institute Of Technology","Pune","Maharashtra"
"859","SRI VAISHNAVI COLLEGE OF ENGINEERING","SRIKAKULAM","Andhra Pradesh"
"860","VITS","JABALPUR","Madhya Pradesh"
"861","KITTUR RANI CHANNAMMA COLLEGE OF HORTICULTURE, ARABHAVI","GOKAK, BELGAUM","Karnataka"
"862","Bethel Matriculation Higher Secondary School","Chennai","Tamil Nadu"
"863","VISWAJYOTHI COLLEGE OF ENGINEERING AND TECHNOLOGY","VAZHAKULAM,MUVATTUPUZHA","Kerala"
"864","kakinada insitute of engineering and technology","kakinada","Andhra Pradesh"
"865","v r siddhartha engineering college","vijayawada","Andhra Pradesh"
"866","NSN COLLEGE OF ENGINEERING AND TECHNOLOGY","KARUR","Tamil Nadu"
